Date,Open,High,Low,Close,Volume
2024-03-14,436.6771619918081,437.2013711940787,431.6229968703131,434.34295654296875,52195200
2024-03-15,431.30646997203826,434.0758712852826,428.01282929085465,429.1799621582031,73069800
2024-03-18,434.5112039360309,436.7989886672768,433.03551115320687,433.2732238769531,47323800
2024-03-19,431.2627591956044,434.75881378474264,429.1631195603212,434.3527526855469,43004100
2024-03-20,435.55115388933837,439.83950409423727,433.8476918891389,439.5027770996094,43653500
2024-03-21,444.56364655961227,445.0192148104395,441.3845218688894,441.58258056640625,39345700
2024-03-22,441.06752165296757,443.1869277022299,440.2157756940915,442.0876159667969,28253900
2024-03-25,439.28479844763035,441.96876077163023,438.28453118886614,440.4831848144531,27789200
2024-03-26,442.0084237433776,442.9295039517245,438.8292991588011,439.0570983886719,34142000
2024-03-27,442.1470854064944,442.2461298625254,437.6804433893789,440.55255126953125,41359200
2024-03-28,440.5030634346059,441.3548095248046,439.3839245031317,439.740478515625,36839600
2024-04-01,440.6911835186877,443.22656422032304,438.7599225684326,440.67138671875,38729000
2024-04-02,435.8482222344713,437.18524681676587,433.81794691537067,436.8683166503906,44259700
2024-04-03,434.7389953416227,439.7305396599772,434.7291120530437,437.84881591796875,39949800
2024-04-04,442.03808884575557,442.6521523298876,430.9259788696009,431.1537780761719,57267700
2024-04-05,432.5799469665105,438.90851559479387,431.7678247864334,436.2344665527344,54744600
2024-04-08,437.1654594542943,438.2449745217014,434.9767190047488,436.3632507324219,28144900
2024-04-09,438.70056119454836,438.97786755173837,433.23365148531974,437.97760009765625,39443600
2024-04-10,432.7978417360344,435.01629239724105,432.0847639914861,434.1546630859375,61502200
2024-04-11,436.0264933000666,442.0381015377106,433.7485918413182,441.08734130859375,45474600
2024-04-12,436.8584067905544,437.98742888142436,432.67898492607605,434.05560302734375,53665000
2024-04-15,437.8091407974844,437.8982717289969,426.0730845624086,426.9149169921875,63453600
2024-04-16,426.75653143831346,429.5890458719669,425.56808857260404,426.9546203613281,47619000
2024-04-17,428.9353146694585,428.95511146869296,420.81415381342356,421.7451171875,56880500
2024-04-18,422.3889319346268,424.1221042195833,418.7641222717654,419.33856201171875,46549400
2024-04-19,418.15999601291765,418.684898402186,409.09798710711,410.66278076171875,75231000
2024-04-22,413.2971739563557,417.12995547253286,409.9595844753255,414.79266357421875,47807700
2024-04-23,416.7239047204478,422.1809307549363,414.84218098500753,420.9825744628906,44384700
2024-04-24,424.0825040686884,425.5977906054682,420.1209674785059,422.40875244140625,48440300
